"","accession","genus","species","seqlength","latitude","longitude","genetype","dnasource","taxa","vertebrate"
"22457","JQ174633","Cypseloides","phelpsi","644",5.517,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22458","JQ174634","Cypseloides","phelpsi","652",5.517,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22459","JQ174635","Cypseloides","phelpsi","645",5.984,-61.045,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22460","JQ174949","Glaucis","hirsutus","639",5.2,-57.283,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22461","JX487287","Campylopterus","largipennis","746",-0.676,-77.254,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22462","JX487288","Campylopterus","largipennis","770",-2.636,-77.798,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22463","JX487285","Campylopterus","largipennis","708",-0.676,-77.254,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22464","JX487290","Campylopterus","largipennis","713",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22465","JX487286","Campylopterus","largipennis","735",-0.676,-77.254,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22466","JX487291","Campylopterus","largipennis","727",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22467","JX487289","Campylopterus","largipennis","710",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22468","JX487284","Campylopterus","largipennis","727",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22469","JX487292","Campylopterus","largipennis","727",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22470","JX487727","Phaethornis","bourcieri","725",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22471","JX487729","Phaethornis","bourcieri","807",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22472","JX487732","Phaethornis","bourcieri","912",-0.637,-76.149,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22473","JX487733","Phaethornis","bourcieri","744",-0.637,-76.149,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22474","JX487734","Phaethornis","bourcieri","762",-0.382,-76.176,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22475","JX487728","Phaethornis","bourcieri","729",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22476","JX487731","Phaethornis","bourcieri","776",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22477","JX487726","Phaethornis","bourcieri","741",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22478","JX487738","Phaethornis","bourcieri","722",-0.675,-76.398,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22479","JX487739","Phaethornis","bourcieri","779",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22480","JX487730","Phaethornis","bourcieri","807",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22481","JX487737","Phaethornis","bourcieri","734",-1.022,-77.621,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22482","JX487735","Phaethornis","bourcieri","700",-0.382,-76.176,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22483","JX487736","Phaethornis","bourcieri","731",-0.675,-76.398,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22484","JX487917","Thalurania","furcata","722",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22485","JX487894","Thalurania","fannyi","739",0.164,-78.87,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22486","JX487900","Thalurania","furcata","707",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22487","JX487913","Thalurania","furcata","740",-0.689,-77.727,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22488","JX487910","Thalurania","furcata","719",-0.676,-77.254,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22489","JX487895","Thalurania","furcata","719",-2.099,-78.152,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22490","JX487902","Thalurania","furcata","730",-2.636,-77.798,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22491","JX487896","Thalurania","furcata","719",-2.099,-78.152,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22492","JX487898","Thalurania","furcata","731",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22493","JX487901","Thalurania","furcata","734",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22494","JX487906","Thalurania","furcata","737",-0.689,-77.727,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22495","JX487904","Thalurania","furcata","702",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22496","JX487912","Thalurania","furcata","729",-0.637,-76.149,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22497","JX487890","Thalurania","fannyi","739",0.164,-78.87,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22498","JX487903","Thalurania","furcata","729",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22499","JX487914","Thalurania","furcata","742",-2.636,-77.798,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22500","JX487899","Thalurania","furcata","733",-0.637,-76.149,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22501","JX487908","Thalurania","furcata","755",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22502","JX487897","Thalurania","furcata","719",-2.636,-77.798,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22503","JX487907","Thalurania","furcata","732",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22504","JX487889","Thalurania","fannyi","739",0.164,-78.87,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22505","JX487905","Thalurania","furcata","702",4.094,-52.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22506","JX487891","Thalurania","fannyi","738",0.164,-78.87,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22507","JX487892","Thalurania","fannyi","731",0.065,-78.982,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22508","JX487915","Thalurania","furcata","731",-0.689,-77.727,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22509","JX487909","Thalurania","furcata","731",-2.636,-77.798,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22510","JX487916","Thalurania","furcata","804",-0.637,-76.149,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22511","JX487893","Thalurania","fannyi","738",0.065,-78.982,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22512","JN801507","Schistes","geoffroyi","803",-13.323,-71.325,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22513","JN801492","Anthracothorax","nigricollis","735",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22514","JN801571","Chrysolampis","mosquitus","789",-9.642,-37.789,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22515","JN801577","Clytolaema","rubricauda","707",-23.711,-47.419,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22516","JN801572","Chrysolampis","mosquitus","706",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22517","JN801529","Campylopterus","largipennis","692",-10.315,-58.49,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22518","JN801384","Streptoprocne","zonaris","652",-13.5262,-71.9873,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22519","JN801512","Avocettula","recurvirostris","734",-10.878,-61.947,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22520","JN801573","Chrysuronia","oenone","711",-11.651,-70.558,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22521","JN801483","Aglaeactis","cupripennis","803",-13.1,-71.356,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22522","JN801530","Eupetomena","macroura","803",-7.503,-35.314,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22523","JN801520","Boissonneaua","matthewsii","803",-13.951,-71.354,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22524","JN801491","Anopetia","gounellei","735",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22525","JN801576","Clytolaema","rubricauda","753",-22.192,-48.781,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22526","JN801711","Heliodoxa","aurescens","734",-13.1,-71.286,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22527","JN801663","Florisuga","fusca","702",-23.928,-42.065,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22528","JN801712","Heliothryx","auritus","803",-10.878,-61.947,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22529","JN801729","Hylocharis","cyanus","729",-23.753,-45.893,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22530","JN801713","Heliothryx","barroti","730",-3.075,-60.82,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22531","JN801649","Ensifera","ensifera","803",-13.1,-71.356,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22532","JN801662","Florisuga","fusca","801",-6.644,-36.868,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22533","JN801759","Lafresnaya","lafresnayi","722",-13.1,-71.356,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22534","JN801879","Oreonympha","nobilis","738",-13.579,-71.852,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22535","JN801907","Phaethornis","superciliosus","686",-9.18,-60.63,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22536","JN801899","Phaethornis","eurynome","686",-23.928,-42.065,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22537","JN801908","Phaethornis","superciliosus","686",-10.315,-58.49,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22538","JN801900","Phaethornis","malaris","699",-4.093,-47.299,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22539","JN801901","Phaethornis","nattereri","700",-6.324,-47.397,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22540","JN801902","Phaethornis","ruber","730",-1.88,-48.785,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22541","JN801903","Phaethornis","ruber","751",-3.13,-62.78,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22542","JN801904","Phaethornis","ruber","657",-3.13,-62.78,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22543","JN801905","Phaethornis","superciliosus","724",-9.967,-50.951,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22544","JN801906","Phaethornis","superciliosus","716",-0.217,-63.04,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22545","JN801967","Ramphodon","naevius","719",-23.753,-45.893,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22546","JN801949","Amazilia","fimbriata","735",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22547","JN801995","Stephanoxis","lalandi","699",-23.406,-48.348,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22548","JN802020","Thalurania","furcata","616",-1.88,-48.785,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22549","JN802019","Thalurania","furcata","664",-1.88,-48.785,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22550","JN802018","Thalurania","furcata","711",-15.234,-59.331,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22551","JN802016","Thalurania","furcata","740",-1.88,-48.785,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22552","JN802055","Topaza","pella","803",-10.878,-61.947,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22553","JN802021","Thalurania","glaucopis","762",-23.928,-42.065,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22554","JN802017","Thalurania","furcata","738",-15.234,-59.331,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22555","JQ174434","Chlorostilbon","notatus","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22556","JQ174387","Chaetura","brachyura","571",2.817,-59.817,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22557","JQ174435","Chlorostilbon","notatus","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22558","JQ174491","Colibri","delphinae","597",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22559","JQ174436","Chlorostilbon","notatus","641",6.1,-58.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22560","JQ174490","Colibri","delphinae","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"22561","EU095440","Monodelphis","brevicaudata","657",4.37,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22562","GU112792","Didelphis","aurita","657",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22563","GU112873","Caluromys","philander","607",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22564","JF444330","Micoureus","regina","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22565","JF457859","Philander","opossum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22566","JF457860","Philander","opossum","657",4.283,-58.517,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22567","JF457812","Micoureus","demerarae","657",4.733,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22568","JF457865","Philander","opossum","657",7.667,-59.233,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22569","JF457821","Micoureus","demerarae","653",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22570","EU096777","Metachirus","nudicaudatus","657",4.47,-56.91,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22571","GU112808","Marmosa","murina","657",-19.13,-39.95,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22572","GU112839","Micoureus","paraguayanus","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22573","GU112814","Marmosops","incanus","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22574","GU112829","Micoureus","demerarae","657",-15.58,-52.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22575","GU112905","Marmosops","incanus","801",-17.13,-42.76,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22576","JF457869","Philander","opossum","657",4.333,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22577","JF457730","Didelphis","marsupialis","657",2.824,-59.526,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22578","JF457735","Didelphis","marsupialis","657",3.267,-58.783,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22579","JF457791","Marmosa","murina","653",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22580","JF457742","Didelphis","marsupialis","657",4.75,-59.017,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22581","EU095429","Marmosa","murina waterhousei","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22582","GU112794","Didelphis","aurita","657",-20.37,-40.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22583","GU112796","Didelphis","aurita","657",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22584","GU112850","Philander","frenatus","657",-20.08,-43.5,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22585","GU112830","Micoureus","demerarae","657",-12.8,-41.26,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22586","GU112884","Didelphis","aurita","801",-17.97,-39.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22587","GU112908","Metachirus","nudicaudatus","450",-9.59,-55.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22588","JF457746","Didelphis","marsupialis","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22589","JF457700","Caluromys","philander","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22590","EU095441","Monodelphis","reigi","657",5.38,-59.98,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22591","GU112885","Didelphis","aurita","801",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22592","GU112941","Philander","frenatus","801",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22593","JF457864","Philander","opossum","657",4.75,-59.017,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22594","JF457718","Didelphis","marsupialis","656",4.478,-57.042,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22595","JF457827","Monodelphis","brevicaudata","657",7.517,-59.383,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22596","JF457850","Philander","opossum","657",4.283,-58.517,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22597","EU096774","Marmosa","murina","657",4.66,-57.18,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22598","JQ599988","Marmosops","parvidens","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22599","GU112831","Micoureus","paraguayanus","657",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22600","GU112826","Metachirus","nudicaudatus","656",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22601","GU112917","Micoureus","demerarae","801",-9.59,-55.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22602","GU112926","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22603","GU112940","Philander","frenatus","801",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22604","JF457808","Marmosops","pinheiroi","657",4.733,-58.717,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22605","JF457862","Philander","opossum","657",2.279,-59.435,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22606","JF457818","Micoureus","demerarae","643",3.75,-59.3,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22607","JF457713","Didelphis","imperfecta","657",5.333,-60.767,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22608","GU112813","Marmosops","incanus","657",-20.71,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22609","GU112803","Gracilinanus","microtarsus","657",-20.37,-40.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22610","JF444329","Micoureus","regina","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22611","JF444391","Philander","andersoni","657",-0.657,-76.454,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22612","JF457819","Micoureus","demerarae","657",3.917,-59.1,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22613","JF457806","Marmosops","parvidens","657",3.75,-59.3,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22614","JF459193","Marmosops","pinheiroi","640",4.25,-58.909,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22615","EU095439","Monodelphis","brevicaudata","657",5.13,-59.82,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22616","GU112833","Micoureus","paraguayanus","657",-19.81,-40.17,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22617","GU112818","Marmosops","incanus","657",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22618","GU112849","Philander","frenatus","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22619","GU112924","Micoureus","paraguayanus","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22620","JF457839","Philander","andersoni","656",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22621","JF457792","Marmosa","murina","657",5.166,-59.493,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22622","EU095437","Micoureus","demerarae","657",-0.63,-76.47,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22623","EU096827","Philander","opossum","657",4.66,-57.18,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22624","GU112804","Gracilinanus","microtarsus","657",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22625","HQ919696","Philander","opossum","657",1.994,-56.092,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22626","JF457701","Chironectes","minimus","657",7.517,-59.383,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22627","JF457710","Didelphis","imperfecta","657",5.283,-60.75,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22628","JF457816","Micoureus","demerarae","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22629","JF457822","Micoureus","demerarae","657",4.633,-58.717,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22630","JF457747","Didelphis","marsupialis","657",2.824,-59.526,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22631","EU096712","Didelphis","imperfecta","657",4.66,-57.18,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22632","JQ601079","Metachirus","nudicaudatus","657",-0.683,-76.433,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22633","GU112785","Caluromys","philander","657",-17.79,-39.26,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22634","GU112842","Monodelphis","americana","657",-19.93,-40.6,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22635","GU112883","Didelphis","aurita","800",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22636","GU112904","Marmosops","incanus","801",-12.8,-41.26,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22637","GU112931","Monodelphis","americana","799",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22638","JF457803","Marmosa","murina waterhousei","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22639","JF457857","Philander","opossum","657",4.467,-58.783,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22640","JQ601074","Didelphis","imperfecta","657",5.117,-59.817,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22641","GU112836","Micoureus","paraguayanus","657",-23.43,-47.62,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22642","GU112846","Monodelphis","americana","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22643","JF457705","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22644","JF457814","Micoureus","demerarae","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22645","JF457817","Micoureus","demerarae","631",4.733,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22646","JF457853","Philander","opossum","657",4.667,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22647","JF457858","Philander","opossum","657",4.75,-59.017,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22648","JF459215","Monodelphis","brevicaudata","657",4.25,-58.909,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22649","HQ545587","Didelphis","marsupialis","657",1.944,-56.063,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22650","GU112820","Metachirus","nudicaudatus","657",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22651","GU112845","Monodelphis","americana","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22652","GU112854","Philander","frenatus","657",-23.85,-45.28,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22653","GU112910","Metachirus","nudicaudatus","801",-17.13,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22654","JF457815","Micoureus","demerarae","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22655","JF457828","Monodelphis","brevicaudata","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22656","JF457743","Didelphis","marsupialis","657",7.367,-60.483,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22657","EU095422","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22658","JQ599990","Marmosops","parvidens","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22659","JQ599992","Marmosops","parvidens","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22660","GU112834","Micoureus","paraguayanus","657",-19.39,-40.07,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22661","GU112801","Gracilinanus","microtarsus","657",-22.08,-44.03,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22662","GU112855","Philander","frenatus","657",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22663","GU112895","Marmosa","murina","740",-15.63,-52.32,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22664","GU112901","Marmosops","incanus","400",-20.71,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22665","GU112903","Marmosops","incanus","790",-19.23,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22666","GU112938","Philander","frenatus","621",-15.35,-39,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22667","JF457810","Metachirus","nudicaudatus","657",8.683,-79.933,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22668","JF457714","Didelphis","imperfecta","657",6.05,-60.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22669","JF457840","Philander","andersoni","617",-0.633,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22670","HQ545586","Philander","opossum","657",1.944,-56.063,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22671","HQ545609","Philander","opossum","657",1.944,-56.063,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22672","EU095423","Didelphis","marsupialis","650",6.5,-58.22,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22673","GU112806","Marmosa","murina","657",-17.97,-39.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22674","GU112812","Marmosops","incanus","657",-20.08,-43.5,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22675","GU112799","Gracilinanus","microtarsus","657",-23.43,-47.62,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22676","GU112877","Caluromys","philander","607",-15.63,-52.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22677","GU112881","Didelphis","aurita","800",-23.43,-47.62,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22678","GU112909","Metachirus","nudicaudatus","801",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22679","GU112929","Monodelphis","americana","801",-19.93,-40.6,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22680","HQ919678","Metachirus","nudicaudatus","657",1.994,-56.092,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22681","JF457823","Micoureus","demerarae","657",1.367,-58.767,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22682","EU096775","Marmosa","murina","657",4.81,-56.99,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22683","GU112791","Didelphis","aurita","657",-25.62,-54.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22684","GU112891","Gracilinanus","microtarsus","801",-20.37,-40.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22685","GU112898","Marmosa","murina","801",-19.72,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22686","JF457871","Philander","opossum","657",1.367,-58.767,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22687","JF457830","Monodelphis","brevicaudata","643",4.333,-58.817,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"22688","JF457790","Marmosa","murina","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
