Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Rhodophysema georgei,Plantae,Rhodophyta,Florideophyceae,Palmariales,Rhodophysemataceae,0,0,1,0,0,0,,A,1978,2,France,,"Verlaque, M., 1981. Contribution à la flore des algues marines de Méditerranée: espèces nouvelles pour la Méditerranée Occidentale. Bot. Mar. 24, 559–568.",,,,,,,,,,,,,,,p,S,,,,,,,,
Rhodosoma turcicum,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,0,0,1,0,0,0,,A,1999,2,Lebanon,,"Bitar, G. & Kouli-Bitar, S., 2001. Nouvelles données sur la faune et la flore benthique de la côte Libanaise. Migration Lessepsienne. Thalassia Salentina, 25: 71-74.",,,,,,,,,,,,,,,,p,,,,,,,,
Rhodymenia erythraea,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,0,0,1,0,0,0,,A,1948,3,Egypt,,"Aleem, A.A., 1948. The recent migration of certain Indo-Pacific algae from the Red Sea into the Mediterranean. New Phytologist 47: 88-94.",,,,,,,,,,,,,,,,p,,,p,,,,,
Rhopalapion longirostre,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,1,0,0,0,0,0,,A,1875,2,Romania,,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalomesites tardyi,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,,,,,,,,,,,p,
Rhopalomyia chrysanthemi,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,1,0,0,0,0,0,,A,1935,2,France,,"Suire (1935) Bull. Soc. Hist. Nat. Herault, 11 pp",,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalomyia grossulariae,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,1,0,0,0,0,0,,A,1913,2,UK,,"Theobald (1913)  The J. South-East. Agric. College Wye, Kent 22: 193–350.",,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphoninus latysiphon,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1921,2,Italy,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphoninus staphyleae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum insertum,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1848,2,UK,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum maidis,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1903,2,Italy,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum nymphaeae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,,,Estonia,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum parvae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,,,Italy,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum rufiabdominale,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1960,2,Portugal,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopalosiphum rufulum,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,Q,,,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopilema nomadica,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,0,0,1,0,0,0,HI,A,1976,2,Israel,,"Galil, B.S., Spanier, E. & Ferguson, W.W., 1990. The Scyphomedusae of the Mediterranean coast of Israel, including two Lessepsian migrants new to the Mediterranean. Zoologische Mededelingen 64: 95-105.",,,,,,,,,,,,,,,,,,,p,,,,,
Rhopobota naevana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhopus nigroclavatus,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,1,0,0,0,1,0,,A,1978,2,Spain,,Rasplus et al. (2010) BioRisk 4: 669–776,,,,,,,,,,,,,,,,,,,,,,,p,
Rhus typhina,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,1,0,0,0,0,0,,A,1629,3,UK,,,,,,,,,p,,p,,,,,,,,,,,,,,,
Rhyacionia buoliana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,HI,A,1955,2,Portugal (Madeira),,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhyephenes humeralis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,A,2003,2,Spain,,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhyncaphytoptus negundivagrans,Animalia,Arthropoda,Arachnida,Prostigmata,Diptilomiopidae,1,0,0,0,0,0,,A,1960,2,Hungary,,Navajas et al. (2010) Biorisk 4: 149-192,,,,,,,,,,,,,p,,,,,,,,,,,
Rhyncaphytoptus platani,Animalia,Arthropoda,Arachnida,Prostigmata,Diptilomiopidae,1,0,0,0,0,0,,A,1985,2,Germany,,,,,,,,,,,,,,,,,,,,,,,,,p,
Rhynchoconger trewavasae,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,0,0,1,0,0,0,,A,1987,2,Israel,,"Ben Tuvia, A., 1993. A review of the Indo-west Pacific congrid fishes of genera Rhynchoconger and Bathycongrus with the description of three new species.Israel Journal of Zoology 39: 349-370.",,,,,,,,,,,,,,,,,,,p,,,,,
Rhynchocypris percnurus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,0,1,0,0,0,0,,Q,2008,3,Italy ,,"Freyhof, J. & Kottelat, M. 2008. Rhynchocypris percnurus. In: IUCN 2013. IUCN Red List of Threatened Species. Version 2013.1. <www.iucnredlist.org>. Downloaded on 15 August 2013.",1,,,,,,,,,,,,,,,,,,,,,,p,
Rhynchophorus ferrugineus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,HI,A,1993,2,Spain,,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,p,,,,,,,,,,,
Rhynchosporium orthosporum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae sedis,1,0,0,0,1,0,,C,1951,2,UK,,http://www.fieldmycology.net/FRDBI/FRDBIrecord.asp?intGBNum=19127,,,,,,,,,,,,,,,,,,,,,,,p,
Rhynchosporium secalis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae sedis,1,0,0,0,1,0,,C,1886,2,Norway,,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27. Accessed via http://www.gbif.org/occurrence/19646683",,,,,,,,,,,,,,,,,,,,,,,p,
Rhynchozoon larreyi,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,0,0,1,0,0,0,,A,1962,2,Turkey,,"Unsal, I. & d’Hondt, J.L., 1979. Contribution a la connaissance des bryozoaires marins de Turquie (Eurystomata et Cyclostomata). Vie Milieu, 28-29: 613-634.",,,,,,,,,,,,,,,,,,,p,,,,,
Rhyopsocus disparilis,Animalia,Arthropoda,Insecta,Psocoptera,Psoquillidae,1,0,0,0,0,0,,A,1931,2,UK,,Schneider (2010) BioRisk 4: 793- 805,,,,,,,,,,,,,,,,p,,,,,,,,
Rhyopsocus peregrinus,Animalia,Arthropoda,Insecta,Psocoptera,Psoquillidae,1,0,0,0,0,0,,A,1929,2,UK,,Pearman J. V. (1929)  Entomol. Month. Mag.  65: 104-109.,,,,,,,,,,,,,,,,p,,,,,,,,
Rhyparobia maderae,Animalia,Arthropoda,Insecta,Dictyoptera,Blaberidae,1,0,0,0,0,0,,A,1901,3,Germany,,"Kraepelin K, 1901, Ueber die durch den Schiffsverkehr in Hamburg eingeschleppten Tiere, 2. Beih. Jb. Hamburg. Wiss. Anst., 18, 183-209",1,,,,,,,,,p,p,,,,,,,,,,,,,
Rhytideres plicatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,,,,,,,,,,,p,
Rhytisma acerinum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,1,0,0,0,1,0,,C,1850,2,UK,, Bessey C. E. (see USDA ARS BPI 672051),1,,,,,,,,,,,,,,,,,,,,,,p,
Rhyzobius chrysomeloides,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,,Q,,,Norway,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Rhyzobius forestieri,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,,A,1982,2,Italy,,Roy & Migeon (2010) BioRisk 4: 293-313,1,p,,,,,,,,,,,,,,,,,,,,,,
Rhyzobius litura,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,,A,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,,p,
Rhyzobius lophanthae,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,,A,1908,1,Italy,,Roy & Migeon (2010) BioRisk 4: 293-313,1,p,,,,,,,,,,,,,,,,,,,,,,
Rhyzopertha dominica,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,1,0,0,0,0,0,HI,A,1900,2,Czech Republic,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Ricania japonica,Animalia,Arthropoda,Insecta,Hemiptera,Ricaniidae,1,0,0,0,0,0,,Q,1954,2,Georgia,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Ricciocarpos natans,Plantae,Bryophyta,Marchantiopsida,Marchantiales,Ricciaceae,1,1,0,0,0,0,,A,1862,2,Denmark,,Lohammar (1955) Verh Internat Verein Limnol 12: 562-568,,,,,,,,,,,,,,,,,,,,,,,p,
Ricinus communis,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,1,0,0,0,0,0,HI,A,1800,3,,,,,,,,,,,,p,,,,,,,,,,,,,p,,
Rigidoporus lineatus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,1,0,0,0,1,0,,A,1935,2,Sweden,,GBIF-Sweden: Botany (UPS).  Accessed via http://www.gbif.org/occurrence/328243845,,,,,,,,,,,,,p,,,,,,,,,,,
Rimapenaeus similis,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,0,0,1,0,0,0,,A,2006,2,Tunisia,,"Ben Hadj Hamida-Ben Abdallah, O., Ben Hadj Hamida, N., Jarboui, O., & Froglia, C. (2010). First occurrence of the yellow roughneck shrimp, Rimapenaeus similis (Smith, 1885)(Crustacea: Decapoda: Penaeidae) in the Mediterranean Sea (Tunisian waters). Biological Invasions, 12(5), 999-1001.",,,,,,,,,,,,,,,,p,,,,,,,,
Ripersiella ficaria,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,1,0,0,0,0,0,,A,2006,2,Slovenia,,"Seljak, G. (2008) Scale insects introduced into Slovenia in the last fifty years. in: Branco M., Franco J.C. & Hodgson C. (eds). Proceedings of XI international Symposium on Scale insect Studies, Oeiras (Portugal), 24-27 September 2007. ISA Press, Lisbon; 121-127",,,,,,,,,,,,,p,,,,,,,,,,,
Ripidius pectinicornis,Animalia,Arthropoda,Insecta,Coleoptera,Ripiphoridae,1,0,0,0,0,0,,A,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rissoina ambigua,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,0,0,1,0,0,0,,A,2003,2,Turkey,,"Mienis, H.K., 2004. New data concerning the presence of Lessepsian and other Indo-Pacific migrants among the molluscs in the Mediterranean Sea with emphasize on the situation in Israel. pp. 117-131. In: B.Ozturk & A.Salman (eds.). 1st National malacology ",,,,,,,,,,,,,,,,,,,p,,,,,
Rissoina bertholleti,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,0,0,1,0,0,0,,A,1958,2,Israel,,"Van Aartsen, J.J., 1963. Overpeininzingen bij een regenachtige zomer. Correspondentieblad van de Nederlandse Malacologische Vereniging, 107: 1115-1 116.",,,,,,,,,,,,,,,,,,,p,,,,,
Rissoina spirata,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,0,0,1,0,0,0,,A,1974,2,Italy,,"Bogi, C., Coppini, M. & Margelli, A., 1984. Ritrovamento nel Mediterraneo di Rissoina cfr. spirata (Sowerby, 1820). Bollettino Malacologico, 20(1-4): 101-104.",,,,,,,,,,,,,,,,p,,,,,,,,
Robertgurneya rostrata,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Miraciidae,0,0,1,0,0,0,,A,1964,2,Ukraine,,"Kolesnikova, E.A., 2003. Harpacticoida species diversity change in the Black Sea Crimean coast. In: Eremeev VN and Gaevskaya AV (eds) Modern condition of biological diversity in near-shore zone  of Crimea (the Black Sea sector) Ekosi-Gidrophizika, Sevastopol: 267-270.",,,,,,,,,,,,,,,,p,,,,,,,,
Robertsonia salsa,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Miraciidae,0,0,1,0,0,0,,Q,1972,3,Egypt,,"Por, F.D., 1972. The benthic copepods of the Sirbonian Lagoon (Sabkhat el Bardawil). Rapp. P.-v. Reun. Commn int. Explor. scient. Mer Mediterr. 21(3): 113-116, figs. 1-3.",,,,,,,,,,,,,,,,,,,p,,,,,
Robinia pseudoacacia,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,1,0,0,0,0,0,HI,A,1601,1,France,,,1,,,p,,,,,p,,,,,,,,,,,,,,,
Rodolia cardinalis,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,,A,1888,1,Portugal,,Roy & Migeon (2010) BioRisk 4: 293-313,1,p,,,,,,,,,,,,,,,,,,,,,,
Roepkea marchali,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,Q,,,Ukraine,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Rorippa palustris,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,1,1,0,0,0,0,,Q,,,Norway (Svalbard),?,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=16355#,1,,,,,,,,,,,,,,,,,,,,,,p,
Rosa rugosa,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,1,0,0,0,0,0,HI,A,1845,3,Germany,,,,,,p,,,,,p,,,,,,,,,,,,,,,
Rosalia alpina,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,1,0,0,0,0,0,,A,1986,2,Malta,,Cocquempot & Lindelöw (2010) BioRisk 4: 193–218,1,,,,,,,,,,,,p,,,,,,,,,,,
Rossicotrema donicum,Animalia,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,0,1,0,0,1,0,,Q,,,Poland,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Rotala filiformis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,1,1,0,0,0,0,,Q,1500,3,Italy,,,,,,,,,,,,,,,p,,,,,,,,,,,
Rotala indica,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,1,1,0,0,0,0,,A,1500,3,Italy,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=9520#,,,,,,,,,,,,,p,,,,,,,,,,,
Rotala macrandra,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,1,1,0,0,0,0,,Q,1500,3,Hungary,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=9524#,,,,,,,,,,,,,,,,,,,,,,,p,
Rotala ramosior,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,1,1,0,0,0,0,,Q,1500,3,Italy,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=9525#,,,,,,,,,,,,,p,,,,,,,,,,,
Rotylenchulus parvus,Animalia,Nematoda,Secernentea,Tylenchida,Pratylenchidae,1,0,0,0,0,0,,A,2004,3,Cyprus,,"CABI (2004) SQWORM nematode identification database. CAB International, Egham, UK.",,,,,,,,,,,,,,,,,,,,,,,p,
Rotylenchulus reniformis,Animalia,Nematoda,Secernentea,Tylenchida,Pratylenchidae,1,0,0,0,0,0,,A,1966,3,Greece,,"Hirschmann H. et al. (1966) Annals of Institute of Phytopathology, Benaki 7 (3): 144-156.",,,,,,,,,,,,,,,,,,,,,,,p,
Rugulopteryx okamurae,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,0,0,1,0,0,0,,A,2002,2,France,,"Verlaque, M., Boudouresque, C.F. & Mineur, F., 2007. Oyster transfers as a vector for marine species introductions: a realistic approach based on the macrophytes. CIESM Workshop Monographs, Monaco, 32: 39-48.",,,,,,,,,,,,,,,p,,,,,,,,,
Rumex crispus,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,1,0,0,0,0,0,HI,A,1694,3,Sweden,pre 1694,,1,,,,,,,,,,,,,p,,,,p,,,,,,
Rumex hydrolapathum,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,1,1,0,0,0,0,,Q,,,Bulgaria,?,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=8529#,1,,,,,,,,,,,,,,,,,,,,,,p,
Rumex obtusifolius,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,1,0,0,0,0,0,HI,A,1761,3,Sweden,pre 1761,,1,,,,,,,,p,,,,,,,,,,,,,,,
Rumex palustris,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,1,1,0,0,0,0,,Q,1852,3,Latvia,,http://www.nobanis.org/speciesInfo.asp?taxaID=1455,1,,,,,,,,,,,,,,,,,,,,,,p,
Rupicapra rupicapra,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,1,0,0,0,0,0,,A,1907,1,Czech Republic,,"Anděra M and Horáček I (2005) Poznáváme naše savce. Sobotáles, Prague",1,,p,,,,,,,,,,,,,,,,,,,,,
Russula melliolens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,1,0,0,0,0,0,,C,1936,2,France,,MNHN - Museum national d'Histoire naturelle: Cryptogams herbarium specimens. Accessed via http://www.gbif.org/occurrence/436790865,,,,,,,,,,,,,,,,,,,,,,,p,
Rutherfordia major,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,,C,2002,3,France,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Rutilus rutilus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,0,1,0,0,0,0,HI,A,1889,1,Ireland,,"Froese and Pauly (2013) FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2013)",1,,,,,,,p,,,,,,,,,,,,,,,,
Sabella spallanzanii,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,0,0,1,0,0,0,,C,2005,2,Spain,,,1,,,,,,,,,,,,,,,p,,,,,,,,
Sabia conica,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,0,0,1,0,0,0,,Q,1954,2,Israel,,"Barash, A. & Danin, Z., 1986. Further additions to the knowledge of Indo-Pacific mollusca in the Mediterranean Sea. Spixiana, 9(2): 117-141.",,,,,,,,,,,,,,,,,,,p,,,,,
Saccharina japonica,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,0,0,1,0,0,0,,A,1976,2,France,,"Anonymous, 1982. Status (1980) of introductions of non-indigenous marine species to North Atlantic waters. Amendments and additions to Coop, Res. Rep., 32 (1972). ICES Coop. Res. Rep. 116: 1-87.",,,,,,,,,,,,,,,p,,,,,,,,,
Saccharum spontaneum,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,1,0,0,0,0,0,HI,A,1974,,,before 1974,,,,,p,,,p,,,,,,p,,,,,,,,,,,
Sacchiphantes abietis,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,A,1922,2,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Sacchiphantes viridis,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,Q,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Saccostrea cucullata,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,0,0,1,0,0,0,,A,1999,2,Turkey,,"Çevik C., Öztürk B. & Buzzuro G., 2001. The presence of Crassostrea virginica (Gmelin, 1791) and Saccostrea commercialis (Iredale & Roughley, 1933) in the Eastern Mediterranean Sea. La Conchiglia 298: 25-28.",,,,,,,,,,,,,,,,p,,,,,,,,
Saccostrea glomerata,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,0,0,1,0,0,0,,A,1984,2,Italy,,"Cesari, P. &  Pellizzato, M., 1985b. Molluschi pervenuti in Laguna di Venezia per apporti volontari o casuali. Acclimazione di Saccostrea commercialis (Iredale and Roughely, 1933) e di Tapes philippinarum (Adams and Reeve, 1850). Bollettino Malacologico.",,,,,,,,p,,,,,,,,,,,,,,,,
Saduria entomon,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,0,0,1,0,0,0,,A,2009,3,Ukraine,,"Kvach, Y., 2009. First report of Saduria (Mesidotea) entomon (Linnaeus, 1758) (Isopoda: Chaetiliidae) in the Black Sea. Aquatic Invasions, 4, 2: 393-395.",1,,,,,,,,,,,,,,,p,,,,p,,,,
Sagittaria graminea,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,1,1,0,0,0,0,,A,,,Italy ,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Sagittaria lancifolia,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,1,1,0,0,0,0,,A,2008,3,Romania,,Anastasiu et al. (2008)  NEOBIOTA 7: 180-190,,,,,,,,,,,,,,,,,,,,,,,p,
Sagittaria latifolia,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,1,1,0,0,0,0,HI,A,1931,2,Romania,,,,,,,p,,,,p,,p,,,,,,,,,,,,,
Sagittaria montevidensis ,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,0,1,0,0,0,0,,A,2009,3,Spain,,"EPPO (2009) EPPO Reporting Service, http://archives.eppo.int/EPPOReporting/2009/Rse-0902.pdf",,,,,P,,,,,,P,,,,,,,,,,,,,
Sagittaria rigida,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,1,1,0,0,0,0,,A,1965,2,UK,,"Preston and Croft (1997) Aquatic Plants in Britain and Ireland. Colchester, UK: Harley Books, 365  pp",,,,,p,,,,,,p,,,,,,,,,,,,,
Sagittaria subulata,Plantae,Magnoliophyta,Liliopsida,Alismatales,Alismataceae,1,1,0,0,0,0,,A,1962,2,UK,,"Preston and Croft (1997) Aquatic Plants in Britain and Ireland. Colchester, UK: Harley Books, 365  pp",,,,,p,,,,,,p,,,,,,,,,,,,,
Sagittogethes incanus,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,1,0,0,0,0,0,,A,1867,2,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Saguinus midas,Animalia,Chordata,Mammalia,Primates,Callitrichidae,1,0,0,0,0,0,,Q,2011,2,Spain (Canary Islands),,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. ( http://www.interreg-bionatura.com/especies/ ). ",,,,,,,,,,,,,,,,,,,,,,,,
Saissetia coffeae,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,1,0,0,0,0,0,,A,1867,2,Italy,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Saissetia oleae,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,1,0,0,0,0,0,HI,A,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Saissetia persimilis,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,1,0,0,0,0,0,,A,1791,2,France,,Pellizzari & Germain (2010) BioRisk 4: 475-510,,,,,,,,,,,,,p,,,,,,,,,,,
Saitis barbipes,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,1,0,0,0,0,0,,Q,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Salix alaxensis,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,0,1,0,0,0,0,,A,1950,2,Iceland,,http://www.nobanis.org/NationalInfo.asp?countryID=IS&taxaID=7033,,,,,,,p,,,,,,,,,,,,,,,,,
Salix alba x fragilis,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,,A,1600,3,Denmark,> 1600,http://www.nobanis.org/NationalInfo.asp?countryID=DK&taxaID=13440,,,,,,,p,,,,,,,,,,,,,,,,,
Salix alba x pentandra,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,1,0,0,0,0,0,,A,1988,2,Denmark,,http://www.nobanis.org/NationalInfo.asp?countryID=DK&taxaID=13441,,,,,,,p,,,,,,,,,,,,,,,,,
